id_matricula,id_aluno,id,Column1,co_uf_nasc,co_uf_end,co_curso_educ_profissional,co_municipio_end,co_municipio_nasc,co_pais_origem,in_autismo,in_baixa_visao,in_cegueira,in_def_auditiva,in_def_fisica,in_def_intelectual,in_def_multipla,in_surdez,in_surdocegueira,nome_escola_id,nu_ano,nu_ano_censo,nu_dias_atividade,nu_dur_aee_outras_redes,nu_dur_ativ_comp_outras_redes,nu_dur_aee_mesma_rede,nu_duracao_turma,nu_dur_ativ_comp_mesma_rede,nu_idade_referencia,nu_idade,nu_mes,tp_dependencia,tp_cor_raca,tp_sexo,in_necessidade_especial
188363155,NA,1898226,1898226,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,18,19,8,NA,3,2,0
188363157,NA,1888428,1888428,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,3,NA,3,2,0
188363158,NA,1896307,1896307,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,7,NA,3,2,0
188363159,NA,1888420,1888420,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,2,NA,3,1,0
188363160,NA,1888427,1888427,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,19,19,5,NA,3,2,0
188363161,NA,1898221,1898221,29,0,0,0,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,11,NA,0,1,0
188363162,NA,1890426,1890426,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,11,NA,3,1,0
188363163,NA,1898224,1898224,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,18,19,12,NA,3,2,0
188363164,NA,1891177,1891177,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,17,17,3,NA,2,2,0
188363165,NA,1898213,1898213,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,6,NA,2,2,0
188363166,NA,1888402,1888402,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2016,5,0,0,0,170,0,19,20,9,NA,2,2,0
188363167,NA,1889033,1889033,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,19,19,3,NA,3,2,0
188363168,NA,1891910,1891910,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,12,NA,3,1,0
188363169,NA,1888411,1888411,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,19,19,1,NA,3,2,0
188363170,NA,1898208,1898208,29,29,0,2927408,2929008,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,11,NA,1,1,0
188363171,NA,1888430,1888430,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,19,19,5,NA,2,2,0
188363172,NA,1898228,1898228,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,8,NA,2,2,0
188363173,NA,1894173,1894173,29,0,0,0,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,18,18,1,NA,2,1,0
188363174,NA,1896967,1896967,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,12,NA,3,1,0
188363175,NA,1898220,1898220,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,11,NA,2,2,0
188363176,NA,1897641,1897641,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,18,19,7,NA,2,2,0
188363177,NA,1898225,1898225,29,29,0,2927408,2905701,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,3,NA,0,2,0
188363178,NA,1891199,1891199,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,7,NA,3,1,0
188363179,NA,1891193,1891193,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,18,18,4,NA,3,1,0
188363180,NA,1891195,1891195,29,29,0,2928604,2928604,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,660,0,18,19,11,NA,3,2,0
188363181,NA,1891187,1891187,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,17,17,2,NA,2,1,0
188363182,NA,1888407,1888407,29,29,0,2907509,2908507,76,0,0,0,0,0,0,0,0,0,474,1996,2016,5,0,0,0,170,0,19,20,7,NA,0,2,0
188363183,NA,1896980,1896980,29,29,0,2927408,2908606,76,0,0,0,0,0,0,0,0,0,474,1992,2016,5,0,0,0,170,0,23,24,9,NA,2,2,0
188363184,NA,1894945,1894945,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,660,0,18,19,7,NA,3,1,0
188363185,NA,1894946,1894946,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,12,NA,3,1,0
188363187,NA,1898227,1898227,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,1,NA,2,2,0
188363188,NA,1897632,1897632,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,6,NA,3,2,0
188363189,NA,1888400,1888400,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,6,NA,2,2,0
188363190,NA,1891200,1891200,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,6,NA,2,1,0
188363191,NA,1889036,1889036,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1977,2016,5,0,0,0,170,0,38,39,9,NA,2,1,0
188363192,NA,1898218,1898218,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,4,NA,0,1,0
188363193,NA,1898211,1898211,29,29,0,2927408,2926301,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,3,NA,3,2,0
188363194,NA,1890418,1890418,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,1,NA,0,1,0
188363195,NA,1896972,1896972,29,29,0,2927408,2904308,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,18,19,7,NA,1,1,0
188363196,NA,1894930,1894930,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,6,NA,2,1,0
188363197,NA,1891189,1891189,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,17,17,3,NA,3,2,0
188363198,NA,1896973,1896973,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,18,19,12,NA,2,2,0
188363199,NA,1890424,1890424,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,12,NA,2,1,0
188363200,NA,1890430,1890430,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,170,0,16,16,1,NA,2,1,0
188363201,NA,1891191,1891191,29,0,0,0,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,7,NA,0,1,0
188363202,NA,1897622,1897622,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,4,NA,2,1,0
188363203,NA,1894168,1894168,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,10,NA,3,2,0
188363204,NA,1898229,1898229,29,29,0,2927408,2914802,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,3,NA,4,2,0
188363205,NA,1896964,1896964,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,19,19,4,NA,3,1,0
188363206,NA,1891911,1891911,29,29,0,2927408,2910800,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,11,NA,3,2,0
188363207,NA,1897618,1897618,29,29,0,2927408,2916104,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,12,NA,3,2,0
188363208,NA,1894175,1894175,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,6,NA,3,1,0
188363209,NA,1891206,1891206,29,29,0,2927408,2906873,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,6,NA,3,2,0
188363210,NA,1894942,1894942,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,4,NA,2,1,0
188363211,NA,1896983,1896983,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,12,NA,2,2,0
188363212,NA,1896994,1896994,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,4,NA,3,2,0
188363213,NA,1894940,1894940,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,3,NA,2,1,0
188363214,NA,1890429,1890429,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,19,19,5,NA,2,1,0
188363216,NA,1892667,1892667,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,12,NA,3,1,0
188363217,NA,1891197,1891197,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,6,NA,2,2,0
188363218,NA,1894947,1894947,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,17,17,2,NA,2,1,0
188363219,NA,1898216,1898216,29,29,0,2906303,2906303,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,10,NA,3,2,0
188363220,NA,1891201,1891201,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,3,NA,2,1,0
188363221,NA,1894180,1894180,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,18,18,5,NA,2,1,0
188363222,NA,1891203,1891203,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,11,NA,3,1,0
188363223,NA,1894183,1894183,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,4,NA,3,2,0
188363224,NA,1891202,1891202,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,4,NA,2,1,0
188363225,NA,1889726,1889726,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2016,5,0,0,0,170,0,19,20,6,NA,2,1,0
188363226,NA,1894184,1894184,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,9,NA,1,1,0
188363227,NA,1889723,1889723,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1992,2016,5,0,0,0,170,0,24,24,4,NA,2,1,0
188363228,NA,1897645,1897645,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,1,NA,2,1,0
188363229,NA,1891190,1891190,29,29,0,2927408,2923308,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,660,0,18,19,6,NA,2,2,0
188363230,NA,1897644,1897644,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,6,NA,2,1,0
188363231,NA,1897617,1897617,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,4,NA,0,2,0
188363232,NA,1889032,1889032,29,29,0,2927408,2923100,76,0,0,0,0,0,0,0,0,0,474,1970,2016,5,0,0,0,170,0,45,46,10,NA,3,1,0
188363233,NA,1898210,1898210,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2016,5,0,0,0,170,0,20,20,3,NA,2,1,0
188363234,NA,1891192,1891192,29,29,0,2927408,2922508,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,5,NA,3,2,0
188363235,NA,1888399,1888399,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,5,NA,0,2,0
188363236,NA,1888419,1888419,29,29,0,2927408,2904902,76,0,0,0,0,0,0,0,0,0,474,1974,2016,5,0,0,0,170,0,42,42,4,NA,2,1,0
188363237,NA,1890440,1890440,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,1,NA,3,1,0
188363238,NA,1898223,1898223,29,29,0,2927408,2905701,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,3,NA,2,2,0
188363239,NA,1891181,1891181,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,6,NA,1,1,0
188363240,NA,1896991,1896991,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,170,0,16,16,5,NA,1,2,0
188363241,NA,1890444,1890444,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,11,NA,3,2,0
188363242,NA,1894941,1894941,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,8,NA,3,2,0
188363243,NA,1894174,1894174,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,3,NA,3,1,0
188363244,NA,1892666,1892666,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,9,NA,3,1,0
188363245,NA,1894948,1894948,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,5,NA,3,1,0
188363246,NA,1893391,1893391,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,10,NA,2,1,0
188363247,NA,1894937,1894937,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,6,NA,3,1,0
188363248,NA,1892663,1892663,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,12,NA,2,1,0
188363249,NA,1893405,1893405,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,10,NA,3,1,0
188363250,NA,1892659,1892659,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,6,NA,2,1,0
188363251,NA,1894176,1894176,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,10,NA,2,1,0
188363252,NA,1890445,1890445,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,11,NA,2,1,0
188363253,NA,1894939,1894939,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,6,NA,3,1,0
188363254,NA,1891183,1891183,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,8,NA,3,2,0
188363255,NA,1894179,1894179,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,7,NA,2,2,0
188363256,NA,1894177,1894177,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,8,NA,2,1,0
188363257,NA,1894160,1894160,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,7,NA,2,1,0
188363258,NA,1894935,1894935,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,6,NA,3,1,0
188363259,NA,1892657,1892657,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,1,NA,0,1,0
188363260,NA,1891179,1891179,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,7,NA,2,1,0
188363261,NA,1889735,1889735,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,170,0,16,16,4,NA,2,2,0
188363262,NA,1891925,1891925,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,6,NA,3,2,0
188363264,NA,1890434,1890434,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,3,NA,2,1,0
188363265,NA,1893400,1893400,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,7,NA,2,1,0
188363266,NA,1892651,1892651,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,8,NA,3,2,0
188363267,NA,1891178,1891178,29,29,0,2915601,2925303,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,12,NA,3,2,0
188363268,NA,1894934,1894934,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,11,NA,2,2,0
188363269,NA,1896971,1896971,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,19,19,5,NA,2,1,0
188363270,NA,1889725,1889725,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,6,NA,3,1,0
188363271,NA,1890442,1890442,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,5,NA,3,1,0
188363273,NA,1896988,1896988,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,8,NA,1,1,0
188363274,NA,1898848,1898848,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2016,5,0,0,0,170,0,18,19,9,NA,3,1,0
188363275,NA,1894172,1894172,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,12,NA,2,2,0
188363276,NA,1894932,1894932,29,29,0,2927408,2927309,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,2,NA,2,2,0
188363277,NA,1894936,1894936,35,29,0,2927408,3550308,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,6,NA,2,2,0
188363278,NA,1894182,1894182,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2003,2016,5,0,0,0,660,0,13,13,4,NA,2,1,0
188363279,NA,1889730,1889730,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2016,5,0,0,0,170,0,20,21,7,NA,0,2,0
188363280,NA,1888429,1888429,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2016,5,0,0,0,170,0,20,21,7,NA,2,2,0
188363281,NA,1894933,1894933,29,29,0,2927408,2927408,76,0,0,0,0,0,1,0,0,0,474,1997,2016,5,0,0,0,660,0,19,19,5,NA,3,2,1
188363282,NA,1897646,1897646,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1989,2016,5,0,0,0,170,0,26,27,9,NA,3,2,0
188363283,NA,1889736,1889736,29,29,0,2927408,2907103,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,7,NA,3,2,0
188363284,NA,1894943,1894943,29,29,0,2927408,2908002,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,5,NA,3,2,0
188363285,NA,1896974,1896974,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,18,18,5,NA,3,1,0
188363286,NA,1888401,1888401,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1971,2016,5,0,0,0,170,0,44,45,9,NA,2,2,0
188363287,NA,1897623,1897623,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2016,5,0,0,0,170,0,19,20,11,NA,3,1,0
188363289,NA,1891188,1891188,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,12,NA,3,2,0
188363290,NA,1894931,1894931,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,660,0,17,18,11,NA,2,1,0
188363291,NA,1894170,1894170,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,5,NA,2,2,0
188363292,NA,1894156,1894156,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,12,NA,2,1,0
188363293,NA,1891914,1891914,29,0,0,0,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,14,14,1,NA,3,1,0
188363294,NA,1893388,1893388,35,29,0,2927408,3550308,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,14,14,1,NA,0,2,0
188363295,NA,1898841,1898841,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,9,NA,2,1,0
188363296,NA,1893401,1893401,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,14,14,4,NA,2,2,0
188363297,NA,1893373,1893373,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,2,NA,2,1,0
188363298,NA,1894154,1894154,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,5,NA,1,2,0
188363299,NA,1894165,1894165,29,29,0,2927408,2919207,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,5,NA,3,2,0
188363300,NA,1891182,1891182,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,660,0,16,17,11,NA,2,1,0
188363301,NA,1898822,1898822,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,14,14,1,NA,3,1,0
188363302,NA,1894167,1894167,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,12,NA,3,1,0
188363303,NA,1898838,1898838,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,7,NA,2,2,0
188363304,NA,1893395,1893395,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,7,NA,0,2,0
188363305,NA,1898830,1898830,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,7,NA,2,2,0
188363306,NA,1898233,1898233,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,12,NA,2,2,0
188363307,NA,1891930,1891930,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,5,NA,3,1,0
188363308,NA,1898842,1898842,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,6,NA,0,2,0
188363309,NA,1896968,1896968,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,16,17,6,NA,2,1,0
188363310,NA,1895660,1895660,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,14,14,1,NA,2,1,0
188363311,NA,1890448,1890448,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,4,NA,2,1,0
188363312,NA,1893404,1893404,29,29,0,2927408,2928802,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,6,NA,2,1,0
188363313,NA,1894171,1894171,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,10,NA,3,2,0
188363314,NA,1894166,1894166,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,14,14,1,NA,2,2,0
188363315,NA,1896963,1896963,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2016,5,0,0,0,170,0,17,18,9,NA,2,2,0
188363316,NA,1898829,1898829,29,29,0,2927408,2913606,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,14,15,10,NA,3,2,0
188363317,NA,1888413,1888413,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1961,2016,5,0,0,0,170,0,54,55,10,NA,3,2,0
188363318,NA,1898833,1898833,29,29,0,2927408,2915106,76,0,0,0,0,0,0,0,0,0,474,2001,2016,5,0,0,0,660,0,15,15,5,NA,2,1,0
188363319,NA,1894164,1894164,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,16,16,3,NA,3,2,0
188363320,NA,1891941,1891941,29,0,0,0,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2016,5,0,0,0,660,0,15,16,12,NA,3,1,0
188363321,NA,1893397,1893397,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,14,14,4,NA,3,2,0
188363322,NA,1898238,1898238,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2016,5,0,0,0,660,0,13,14,7,NA,2,2,0
188363323,NA,1896978,1896978,29,29,0,2927408,2919207,76,0,0,0,0,0,0,0,0,0,474,1999,2016,5,0,0,0,170,0,17,17,2,NA,1,2,0
